Title,Description,Artist,Culture,Countries,Teaser Text,Url,Image,regulerImage,largeImage,date,Date - century,medium,medium,accessionNumber,galleryInformation
Vase with coiled dragon,"Old Hall Works (British, 1861–1902)",Old Hall Works,"British, Hanley, Staffordshire",Britain,"Old Hall Works (British, 1861–1902)  Date: 1884–90 Accession Number: 2018.62.166 ",/art/collection/search/771046?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=108,https://images.metmuseum.org/CRDImages/es/mobile-large/DP-16489-331.jpg,es/web-additional/DP-16489-331.jpg,es/web-large/DP-16489-331.jpg,1884–90,19th century,Earthenware with gilding,Earthenware with gilding,2018.62.166,Not on view
Dish with dragon, ,,China,China,Date: late 17th–early 18th century Accession Number: 79.2.1045 ,/art/collection/search/47718?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=109,https://images.metmuseum.org/CRDImages/as/mobile-large/79_2_1045_O1.jpg,as/web-additional/79_2_1045_O1.jpg,as/web-large/79_2_1045_O1.jpg,late 17th–early 18th century,17th century,Porcelain painted in underglaze cobalt blue (Jingdezhen ware),Porcelain,79.2.1045,Not on view
"Woman""s Dragon Robe",Accession Number: 62.162 ,,China,China,Accession Number: 62.162 ,/art/collection/search/70357?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=110,https://images.metmuseum.org/CRDImages/as/mobile-large/175782.jpg,as/web-additional/175782.jpg,as/web-large/175782.jpg,,,"Silk, metallic thread",Silk,62.162,Not on view
Five-Clawed Dragon Robe, ,,China,China,Date: 18th century Accession Number: 1973.28.3 ,/art/collection/search/70538?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=111,https://images.metmuseum.org/CRDImages/as/mobile-large/1973_28_3_F_sf.jpg,as/web-additional/1973_28_3_F_sf.jpg,as/web-large/1973_28_3_F_sf.jpg,18th century,18th century,Silk,Silk,1973.28.3,Not on view
Five-Clawed Dragon Robe,Accession Number: 1973.95 ,,China,China,Accession Number: 1973.95 ,/art/collection/search/70542?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=112,https://images.metmuseum.org/CRDImages/as/mobile-large/200194.jpg,as/web-additional/200194.jpg,as/web-large/200194.jpg,,,Silk,Silk,1973.95,Not on view
Fan with Dragon, ,,China,China,Date: probably 17th century Accession Number: 47.18.42 ,/art/collection/search/39642?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=113,https://images.metmuseum.org/CRDImages/as/mobile-large/47_18_42.jpg,as/web-additional/47_18_42.jpg,as/web-large/47_18_42.jpg,probably 17th century, 17th century,Silk tapestry (kesi),Silk tapestry,47.18.42,Not on view
Hero and Dragon, ,,,,Date: 16th century Accession Number: 25.83.7 ,/art/collection/search/447805?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=114,https://images.metmuseum.org/CRDImages/is/mobile-large/DP234072.jpg,is/web-additional/DP234072.jpg,is/web-large/DP234072.jpg,16th century,16th century,"Ink, watercolor, and gold on paper",Paper,25.83.7,Not on view
Jar with dragon, ,,China,China,Date: late 16th–early 17th century Accession Number: 19.136.1 ,/art/collection/search/48126?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=115,https://images.metmuseum.org/CRDImages/as/mobile-large/19_136_1_O1_sf.jpg,as/web-additional/19_136_1_O1_sf.jpg,as/web-large/19_136_1_O1_sf.jpg,late 16th–early 17th century,16th century ,Porcelain painted in underglaze cobalt blue (Zhangzhou ware),Porcelain,19.136.1,Not on view
Panel with dragon, ,,China,China,Date: 17th century Accession Number: 1988.104.90 ,/art/collection/search/50497?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=116,https://images.metmuseum.org/CRDImages/as/mobile-large/1988_104_90_O1.jpg,as/web-additional/1988_104_90_O1.jpg,as/web-large/1988_104_90_O1.jpg,17th century,17th century,Silk satin brocaded with silk and metallic thread,Silk satin,1988.104.90,Not on view
Plaque with Dragon, ,,"China (Xinjiang Autonomous Region, Central Asia)",China,Date: 7th–9th century Accession Number: 2002.556.4 ,/art/collection/search/65162?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=117,https://images.metmuseum.org/CRDImages/as/mobile-large/DP271834.jpg,as/web-additional/DP271834.jpg,as/web-large/DP271834.jpg,7th–9th century,8th century,Gold,Gold,2002.556.4,Not on view
Cadmus killing the Dragon,"Léon Davent (French, active 1540–56)",Léon Davent,,,"Léon Davent (French, active 1540–56)  Date: ca. 1540–45 Accession Number: 49.97.570 ",/art/collection/search/336570?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=118,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP102232.jpg,dp/web-additional/DP102232.jpg,dp/web-large/DP102232.jpg,ca. 1540–45,16th century,Etching,Etching,49.97.570,Not on view
Dish with dragon, ,,China,China,Date: dated 1595 Accession Number: 2015.500.1.53 ,/art/collection/search/40251?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=119,https://images.metmuseum.org/CRDImages/as/mobile-large/DP214664.jpg,as/web-additional/DP214664.jpg,as/web-large/DP214664.jpg,dated 1595,16th century,"Polychrome lacquer with filled-in and engraved gold decoration


","Lacquer


",2015.500.1.53,Not on view
Jason and the Dragon,"Salvator Rosa (Italian, Arenella (Naples) 1615–1673 Rome)",Salvator Rosa,,,"Salvator Rosa (Italian, Arenella (Naples) 1615–1673 Rome)  Date: ca. 1663–64 Accession Number: 17.50.17-86 ",/art/collection/search/341652?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=120,https://images.metmuseum.org/CRDImages/dp/mobile-large/MM41998.jpg,dp/web-additional/MM41998.jpg,dp/web-large/MM41998.jpg,ca. 1663–64,17th century,Etching and drypoint,Etching and drypoint,17.50.17-86,Not on view
Dragon and Landscape,"Unidentified artist , 14th–15th century ",Unidentified artist,China,China,"Unidentified artist , 14th–15th century Date: 14th century; plus later addition Accession Number: 29.100.531 ",/art/collection/search/36042?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=121,https://images.metmuseum.org/CRDImages/as/mobile-large/DP200858_CRD.jpg,as/web-additional/DP200858_CRD.jpg,as/web-large/DP200858_CRD.jpg,14th century; plus later addition,14th century,Handscroll; ink on paper,Paper,29.100.531,Not on view
Vase with dragon, ,,China,China,Date: late 17th–early 18th century Accession Number: 14.40.180 ,/art/collection/search/48629?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=122,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-24604-001.jpg,as/web-additional/DP-24604-001.jpg,as/web-large/DP-24604-001.jpg,late 17th–early 18th century,17th century,"Porcelain painted in polychrome enamels over black ground (Jingdezhen ware, famille noire)",Porcelain,14.40.180,Not on view
Paper with dragon pattern,"Unidentified artist (s) , Chinese, early 20th century",Unidentified artist(s),China,China,"Unidentified artist(s) , Chinese, early 20th century Date: early 20th century Accession Number: CP409 ",/art/collection/search/63841?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=123,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-17327-037.jpg,as/web-additional/DP-17327-037.jpg,as/web-large/DP-17327-037.jpg,early 20th century,20th century,Polychrome woodblock print; ink and color on paper,Paper,CP409,Not on view
Bell and the Dragon,"Thomas Rowlandson (British, London 1757–1827 London)",Thomas Rowlandson,,,"Thomas Rowlandson (British, London 1757–1827 London)  Date: December 9, 1811 Accession Number: 59.533.1396 ",/art/collection/search/787932?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=124,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP883780.jpg,dp/web-additional/DP883780.jpg,dp/web-large/DP883780.jpg,"December 9, 1811",19th century,Etching,Etching,59.533.1396,Not on view
Bell and the Dragon,"Thomas Rowlandson (British, London 1757–1827 London)",Thomas Rowlandson,,,"Thomas Rowlandson (British, London 1757–1827 London)  Date: December 9, 1811 Accession Number: 59.533.1397 ",/art/collection/search/787934?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=125,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP883781.jpg,dp/web-additional/DP883781.jpg,dp/web-large/DP883781.jpg,"December 9, 1811",19th century,Hand-colored etching,etching,59.533.1397,Not on view
Jason and the Dragon,"Salvator Rosa (Italian, Arenella (Naples) 1615–1673 Rome)",Salvator Rosa,,,"Salvator Rosa (Italian, Arenella (Naples) 1615–1673 Rome)  Date: 1663–64 Accession Number: 2012.136.301 ",/art/collection/search/397937?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=126,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP832649.jpg,dp/web-additional/DP832649.jpg,dp/web-large/DP832649.jpg,1663–64,17th century,Etching and drypoint,Etching and drypoint,2012.136.301,Not on view
The Forge–Passage du Dragon,"James McNeill Whistler (American, Lowell, Massachusetts 1834–1903 London)",James McNeill Whistler,,,"James McNeill Whistler (American, Lowell, Massachusetts 1834–1903 London)  Date: 1894 Accession Number: 1984.1119.17 ",/art/collection/search/372921?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=127,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP814056.jpg,dp/web-additional/DP814056.jpg,dp/web-large/DP814056.jpg,1894,19th century,Transfer lithograph with stumping; first state of four (Chicago); printed in black ink on medium weight ivory laid paper,Paper,1984.1119.17,Not on view
Japanese Dragon fireback,"Elihu Vedder (American, New York 1836–1923 Rome)",Elihu Vedder,American,USA,"Elihu Vedder (American, New York 1836–1923 Rome)  Date: 1881–82 Accession Number: L.2019.66.25 ",/art/collection/search/828570?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=128,https://images.metmuseum.org/CRDImages/ad/mobile-large/DP-18584-001.jpg,ad/web-additional/DP-18584-001.jpg,ad/web-large/DP-18584-001.jpg,1881–82,19th century,Cast iron,Cast iron,L.2019.66.25,Not on view
Lid with dragon, ,,China,China,Date: 1st–2nd century Accession Number: 17.122.5 ,/art/collection/search/48321?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=129,https://images.metmuseum.org/CRDImages/as/mobile-large/36461.jpg,as/web-additional/36461.jpg,as/web-large/36461.jpg,1st–2nd century,1st century,Earthenware,Earthenware,17.122.5,Not on view
Lid with dragon, ,,China,China,Date: 1st–2nd century Accession Number: 17.122.6 ,/art/collection/search/48322?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=130,https://images.metmuseum.org/CRDImages/as/mobile-large/36461.jpg,as/web-additional/36461.jpg,as/web-large/36461.jpg,1st–2nd century,1st century,Earthenware,Earthenware,17.122.6,Not on view
Vase with dragon, ,,China,China,Date: late 17th–early 18th century Accession Number: 14.40.167 ,/art/collection/search/46521?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=131,https://images.metmuseum.org/CRDImages/as/mobile-large/14_40_167_O1.jpg,as/web-additional/14_40_167_O1.jpg,as/web-large/14_40_167_O1.jpg,late 17th–early 18th century,17th century,Porcelain with incised decoration under yellow glaze (Jingdezhen ware),Porcelain,14.40.167,Not on view
Vase with dragon, ,,China,China,Date: late 18th century Accession Number: 21.175.10 ,/art/collection/search/48566?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=132,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-21_175_10_whs-001.jpg,as/web-additional/LC-21_175_10_whs-001.jpg,as/web-large/LC-21_175_10_whs-001.jpg,late 18th century,18th century,Porcelain with incised decoration under turqoise blue glaze (Jingdezhen ware),Porcelain,21.175.10,Not on view
Fragment of a Dragon Head, ,,Indonesia (Java),Indonesia,Date: 8th–9th century Accession Number: 51.104.1 ,/art/collection/search/38914?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=133,https://images.metmuseum.org/CRDImages/as/mobile-large/51_104_1.JPG,as/web-additional/51_104_1.JPG,as/web-large/51_104_1.JPG,8th–9th century,8th century,Stone,Stone,51.104.1,Not on view
Box with dragon design,"Accession Number: 2015.500.1.71a, b ",,China,China,"Accession Number: 2015.500.1.71a, b ",/art/collection/search/39681?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=134,https://images.metmuseum.org/CRDImages/as/mobile-large/DP704147.jpg,as/web-additional/DP704147.jpg,as/web-large/DP704147.jpg,,,Carved red lacquer,Lacquer,"2015.500.1.71a, b",Not on view
Ewer with writhing dragon, ,,China,China,Date: 10th–11th century Accession Number: 2007.76 ,/art/collection/search/73635?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=135,https://images.metmuseum.org/CRDImages/as/mobile-large/2007_76_S1_Strm1.JPG,as/web-additional/2007_76_S1_Strm1.JPG,as/web-large/2007_76_S1_Strm1.JPG,10th–11th century,10th century,Glazed pottery with incised decoration,Pottery,2007.76,Not on view
Chinese Sage Evoking a Dragon,"Yashima Gakutei (Japanese, 1786?–1868)",Yashima Gakutei,Japan,Japan,"Yashima Gakutei (Japanese, 1786?–1868)  Date: ca. 1825 Accession Number: JP1107 ",/art/collection/search/54336?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=136,https://images.metmuseum.org/CRDImages/as/mobile-large/DP143386.jpg,as/web-additional/DP143386.jpg,as/web-large/DP143386.jpg,ca. 1825,19th century,Woodblock print (surimono); ink and color on paper,Paper,JP1107,Not on view
Netsuke of Coiled Dragon, ,,Japan,Japan,Date: 19th century Accession Number: 10.211.2250 ,/art/collection/search/59349?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=137,https://images.metmuseum.org/CRDImages/as/mobile-large/10_211_2250_O1_sf.jpg,as/web-additional/10_211_2250_O1_sf.jpg,as/web-large/10_211_2250_O1_sf.jpg,19th century,19th century,Wood,Wood,10.211.2250,Not on view
Dragon climbing a rock, ,,China,China,Date: 14th century Accession Number: 2018.151 ,/art/collection/search/781809?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=138,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-16215-073.jpg,as/web-additional/DP-16215-073.jpg,as/web-large/DP-16215-073.jpg,14th century,14th century,Amber,Amber,2018.151,Not on view
Dragon head (Architectural part),Accession Number: 17.118.35 ,,China,China,Accession Number: 17.118.35 ,/art/collection/search/52564?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=139,https://images.metmuseum.org/CRDImages/as/mobile-large/17_118_35_S6_sf.jpg,as/web-additional/17_118_35_S6_sf.jpg,as/web-large/17_118_35_S6_sf.jpg,,,Earthenware,Earthenware,17.118.35,Not on view
Vase with coiling dragon, ,,China,China,Date: 16th century Accession Number: 91.1.311 ,/art/collection/search/48634?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=140,https://images.metmuseum.org/CRDImages/as/mobile-large/13307.jpg,as/web-additional/13307.jpg,as/web-large/13307.jpg,16th century,16th century,Stoneware with relief decoration and polychrome enamels,Stoneware,91.1.311,Not on view
Snuff Bottle with Dragon,"Accession Number: 14.40.561a, b ",,China,China,"Accession Number: 14.40.561a, b ",/art/collection/search/41320?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=141,https://images.metmuseum.org/CRDImages/as/mobile-large/DP294354.jpg,as/web-additional/DP294354.jpg,as/web-large/DP294354.jpg,,,Porcelain with jadeite stopper,Porcelain,"14.40.561a, b",Not on view
Roof tile with dragon, ,,China,China,Date: 16th–17th century Accession Number: 93.1.243 ,/art/collection/search/51227?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=142,https://images.metmuseum.org/CRDImages/as/mobile-large/28630.jpg,as/web-additional/28630.jpg,as/web-large/28630.jpg,16th–17th century,16th century,Stoneware with yellow glaze,Stoneware with yellow glaze,93.1.243,Not on view
Meiping vase with dragon, ,,China,China,Date: late 17th–early 18th century Accession Number: 79.2.509 ,/art/collection/search/49836?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=143,https://images.metmuseum.org/CRDImages/as/mobile-large/79_2_509_O1_sf.jpg,as/web-additional/79_2_509_O1_sf.jpg,as/web-large/79_2_509_O1_sf.jpg,late 17th–early 18th century,17th century,Porcelain with incised decoration (Jingdezhen ware),Porcelain,79.2.509,Not on view
Saint Margaret and the Dragon,"Anonymous, Italian, 16th century ","Anonymous, Italian, 16th century",,,"Anonymous, Italian, 16th century Date: 16th century Accession Number: 80.3.209 ",/art/collection/search/388508?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=144,https://images.metmuseum.org/CRDImages/dp/mobile-large/DP801859.jpg,dp/web-additional/DP801859.jpg,dp/web-large/DP801859.jpg,16th century,16th century,"Pen and brown ink, brush and gray wash.",Pen and brown ink,80.3.209,Not on view
Cup with dragon handle, ,,China,China,Date: 18th century Accession Number: 50.221.43 ,/art/collection/search/46599?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=145,https://images.metmuseum.org/CRDImages/as/mobile-large/50_221_43_O1_sf.jpg,as/web-additional/50_221_43_O1_sf.jpg,as/web-large/50_221_43_O1_sf.jpg,18th century,18th century,Porcelain with crackled green glaze (Jingdezhen ware),Porcelain,50.221.43,Not on view
"Vessel with dragon frieze
", ,,China,China,Date: 13th century Accession Number: 2017.132 ,/art/collection/search/738100?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=146,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-2017_132_001.jpg,as/web-additional/LC-2017_132_001.jpg,as/web-large/LC-2017_132_001.jpg,13th century,13th century,Silver,Silver,2017.132,Not on view
Water pot with dragon, ,,China,China,Date: early 18th century Accession Number: 29.149.78 ,/art/collection/search/47298?&searchField=Title&ft=Dragon&offset=100&rpp=100&amp;pos=147,https://images.metmuseum.org/CRDImages/as/mobile-large/29_149_78_O1_sf.jpg,as/web-additional/29_149_78_O1_sf.jpg,as/web-large/29_149_78_O1_sf.jpg,early 18th century,18th century,Porcelain painted in underglaze cobalt blue (Jingdezhen ware),Porcelain,29.149.78,Not on view
